cart_position,pole_angle,cart_force,earthquake_force,max_pole_angle_deviation,max_cart_position_error,max_cart_force,recovery_time
0.0021278949265349763,-1.0905033634103998,4.087156722464533,13.15568485291253,3.9486818619931676,0.015425027410993691,56.34806049616908,
-0.00225857711712221,-0.6114429503081981,7.289594373375099,7.289594373375099,3.9486818619931676,0.015425027410993691,56.34806049616908,
-0.005450317946725588,-0.5370933308915519,15.664503884081741,13.40084757206043,3.9486818619931676,0.015425027410993691,56.34806049616908,
-0.0037334782209836838,-1.9753056489995482,23.215223609781578,22.915039176334155,4.1213616628185425,0.02398162337288398,77.50142783180586,
-0.014186221217063569,-0.6646096777732483,14.944416351585826,18.79242736236257,4.1213616628185425,0.02398162337288398,77.50142783180586,
-0.0230019719507856,-0.6597227761043393,19.28416217055175,67.863444462727,4.1213616628185425,0.02702601508801266,77.50142783180586,
-0.05374607222057921,3.797335593612501,22.878669048328646,22.810004458733754,5.00589381472565,0.05777011535780627,77.50142783180586,
-0.05613243617617526,1.2494713743505292,-14.858374353213396,22.58992616285882,5.00589381472565,0.06437285519229353,77.50142783180586,
-0.07394638599945959,4.0461778612012615,17.542128956188506,51.61790951334162,5.254736082314411,0.07797042913668666,77.50142783180586,
-0.06496263734153565,0.3380616329165402,-19.37047681998929,-19.37047681998929,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.07365878358401681,2.4813258031870786,1.6921312046346593,1.6921312046346593,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.08111911137106201,5.045841902972199,70.29239467177015,14.342968702845805,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.06438668891374157,2.0145975477822895,-17.221549277122943,-17.221549277122943,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.057308208881367784,2.805084301449283,28.521773747606584,28.521773747606584,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.04582185870982756,2.7182554905875613,66.66800396542871,24.961112247230595,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.0288781832739339,0.7798121565716082,12.341920830842252,12.341920830842252,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.008169277030924814,-1.8725636994821866,-6.1380057339426095,14.669581579032501,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.0085039473632991,0.6154434197000941,-6.694008404155344,-6.694008404155344,8.127278785524737,0.09223490912319297,77.50142783180586,
0.016151367719343144,-3.135861944749459,-10.548171091684468,-10.548171091684468,8.127278785524737,0.09223490912319297,77.50142783180586,
0.028495093591914888,-4.292940620332032,-27.690357963311612,-33.25217921821095,8.127278785524737,0.09223490912319297,77.50142783180586,
0.02500258288373341,-1.9560150926038502,-15.055864824828165,-10.14127011587313,8.127278785524737,0.09223490912319297,77.50142783180586,
0.024402203011317236,-1.003849387913704,16.633020745733678,13.694220438773886,8.127278785524737,0.09223490912319297,77.50142783180586,
0.025870690257793098,-1.3238460945178991,5.2011179877227125,-26.6576421353577,8.127278785524737,0.09223490912319297,77.50142783180586,
0.01343756239965489,1.3459687068971233,16.895587425455133,31.703133322884437,8.127278785524737,0.09223490912319297,77.50142783180586,
0.011928815255617441,0.7881966426776588,17.924435684265568,41.52114261282895,8.127278785524737,0.09223490912319297,77.50142783180586,
0.012566112207714641,-0.43141698926315,-15.3432837090936,-4.408450252637022,8.127278785524737,0.09223490912319297,77.50142783180586,
0.002159523496690361,1.2631979538035696,40.70736187977176,40.70736187977176,8.127278785524737,0.09223490912319297,77.50142783180586,
0.0007799792856663696,0.8434361270805915,28.95122208041358,17.609615971193843,8.127278785524737,0.09223490912319297,77.50142783180586,
-0.005506117599050739,1.7209072136926349,1.5973492050420743,-1.0854729938536587,8.127278785524737,0.09223490912319297,77.50142783180586,
0.006789207876036918,-1.6145647570244543,2.6038441515261517,20.45452662424745,8.127278785524737,0.09223490912319297,77.50142783180586,
0.00023186821162456708,-0.10509137250978308,14.96275036917195,14.96275036917195,8.127278785524737,0.09223490912319297,77.50142783180586,
